Year,Month,Monthly,Annual,Five-Year,Ten-Year,Twenty-Year
1890,10,34.562,33.986,34.302,34.274,34.235
1890,11,33.649,33.934,34.312,34.259,34.233
1890,12,32.381,33.867,34.336,34.263,34.234
1891,1,33.97,33.799,34.328,34.276,34.231
1891,2,32.962,33.84,34.339,34.27,34.221
1891,3,33.42,33.89,34.346,34.274,34.224
1891,4,34.645,33.975,34.342,34.27,34.229
1891,5,34.032,34.07,34.354,34.258,34.227
1891,6,34.046,34.32,34.365,34.258,34.231
1891,7,33.702,34.313,34.356,34.258,34.23
1891,8,34.122,34.447,34.337,34.257,34.231
1891,9,35.194,34.668,34.307,34.258,34.231
1891,10,35.573,34.761,34.318,34.254,34.232
1891,11,34.796,34.767,34.312,34.244,34.232
1891,12,35.38,34.802,34.321,34.252,34.234
1892,1,33.88,34.842,34.32,34.253,34.234
1892,2,34.575,34.857,34.323,34.241,34.241
1892,3,36.075,34.826,34.327,34.237,34.254
1892,4,35.754,34.765,34.339,34.238,34.26
1892,5,34.104,34.722,34.357,34.253,34.26
1892,6,34.472,34.54,34.342,34.259,34.256
1892,7,34.182,34.553,34.317,34.265,34.263
1892,8,34.302,34.368,34.318,34.268,34.265
1892,9,34.823,34.193,34.304,34.275,34.265
1892,10,34.839,34.2,34.309,34.281,34.264
1892,11,34.283,34.229,34.295,34.277,34.268
1892,12,33.188,34.268,34.298,34.285,34.272
1893,1,34.039,34.247,34.287,34.294,34.267
1893,2,32.359,34.256,34.291,34.3,34.265
1893,3,33.967,34.277,34.276,34.286,34.265
1893,4,35.842,34.274,34.272,34.294,34.257
1893,5,34.453,34.305,34.274,34.299,34.257
1893,6,34.945,34.451,34.32,34.302,34.252
1893,7,33.929,34.369,34.341,34.298,34.257
1893,8,34.4,34.46,34.342,34.299,34.259
1893,9,35.085,34.432,34.349,34.293,34.26
1893,10,34.802,34.375,34.36,34.288,34.258
1893,11,34.648,34.339,34.365,34.289,34.261
1893,12,34.946,34.379,34.371,34.28,34.262
1894,1,33.046,34.437,34.387,34.283,34.262
1894,2,33.452,34.419,34.387,34.271,34.263
1894,3,33.63,34.409,34.378,34.259,34.265
1894,4,35.163,34.406,34.352,34.269,34.272
1894,5,34.02,34.392,34.328,34.267,34.276
1894,6,35.422,34.3,34.314,34.265,34.279
1894,7,34.629,34.274,34.305,34.268,34.282
1894,8,34.181,34.318,34.272,34.265,34.286
1894,9,34.967,34.26,34.227,34.258,34.286
1894,10,34.768,34.226,34.215,34.266,34.286
1894,11,34.475,34.206,34.234,34.275,34.29
1894,12,33.843,34.174,34.236,34.273,34.288
1895,1,32.735,34.108,34.25,34.265,34.286
1895,2,33.979,34.084,34.252,34.259,34.28
1895,3,32.943,33.979,34.258,34.265,34.272
1895,4,34.748,33.938,34.265,34.282,34.275
1895,5,33.782,33.881,34.268,34.278,34.279
1895,6,35.041,33.991,34.288,34.28,34.281
1895,7,33.836,34.199,34.291,34.281,34.284
1895,8,33.898,34.117,34.314,34.287,34.279
1895,9,33.697,34.193,34.293,34.287,34.281
1895,10,34.277,34.239,34.286,34.288,34.282
1895,11,33.789,34.283,34.286,34.292,34.279
1895,12,35.173,34.231,34.269,34.304,34.276
1896,1,35.23,34.298,34.268,34.302,34.277
1896,2,32.986,34.317,34.258,34.304,34.272
1896,3,33.856,34.4,34.239,34.316,34.268
1896,4,35.299,34.379,34.234,34.328,34.263
1896,5,34.312,34.341,34.224,34.34,34.258
1896,6,34.413,34.286,34.194,34.35,34.254
1896,7,34.649,34.128,34.209,34.358,34.255
1896,8,34.12,34.097,34.205,34.358,34.254
1896,9,34.691,34.059,34.211,34.35,34.254
1896,10,34.027,34.038,34.219,34.34,34.254
1896,11,33.343,34.115,34.223,34.338,34.255
1896,12,34.505,34.128,34.208,34.334,34.261
1897,1,33.339,34.158,34.215,34.339,34.268
1897,2,32.611,34.183,34.207,34.339,34.264
1897,3,33.399,34.228,34.189,34.338,34.266
1897,4,35.046,34.33,34.193,34.34,34.261
1897,5,35.236,34.419,34.193,34.347,34.265
1897,6,34.575,34.414,34.205,34.341,34.267
1897,7,35.007,34.484,34.213,34.349,34.266
1897,8,34.424,34.582,34.2,34.352,34.266
1897,9,35.221,34.52,34.227,34.349,34.262
1897,10,35.255,34.551,34.254,34.34,34.261
1897,11,34.418,34.486,34.262,34.342,34.258
1897,12,34.437,34.434,34.262,34.353,34.262
1898,1,34.185,34.341,34.276,34.342,34.266
1898,2,33.779,34.288,34.282,34.346,34.268
1898,3,32.66,34.183,34.298,34.34,34.265
1898,4,35.411,34.118,34.304,34.318,34.267
1898,5,34.463,34.087,34.31,34.318,34.27
1898,6,33.947,33.981,34.288,34.311,34.275
1898,7,33.893,33.961,34.262,34.315,34.272
1898,8,33.789,33.913,34.267,34.318,34.271
1898,9,33.957,34.021,34.284,34.314,34.274
1898,10,34.473,34.044,34.295,34.306,34.272
1898,11,34.046,34.024,34.315,34.302,34.275
1898,12,33.169,34.075,34.328,34.292,34.276
1899,1,33.948,34.172,34.329,34.305,34.274
1899,2,33.205,34.161,34.329,34.308,34.274
1899,3,33.948,34.157,34.321,34.31,34.272
1899,4,35.697,34.203,34.328,34.312,34.276
1899,5,34.212,34.236,34.348,34.323,34.276
1899,6,34.56,34.353,34.355,34.317,34.276
1899,7,35.063,34.294,34.374,34.317,34.279
1899,8,33.656,34.292,34.405,34.321,34.278
1899,9,33.905,34.343,34.45,34.316,34.276
1899,10,35.024,34.398,34.465,34.311,34.276
1899,11,34.448,34.402,34.46,34.316,34.281
1899,12,34.57,34.444,34.447,34.317,34.278
1900,1,33.236,34.408,34.448,34.315,34.275
1900,2,33.18,34.461,34.452,34.295,34.277
1900,3,34.563,34.523,34.44,34.279,34.271
1900,4,36.355,34.49,34.415,34.264,34.268
1900,5,34.268,34.466,34.417,34.269,34.263
1900,6,35.063,34.407,34.417,34.262,34.26
1900,7,34.63,34.442,34.393,34.277,34.257
1900,8,34.286,34.451,34.378,34.282,34.259
1900,9,34.657,34.475,34.387,34.289,34.259
1900,10,34.629,34.447,34.351,34.29,34.26
1900,11,34.156,34.547,34.351,34.298,34.262
1900,12,33.861,34.562,34.353,34.288,34.264
1901,1,33.655,34.567,34.362,34.277,34.252
1901,2,33.292,34.552,34.378,34.273,34.25
1901,3,34.852,34.514,34.388,34.262,34.247
1901,4,36.015,34.501,34.379,34.255,34.244
1901,5,35.463,34.533,34.379,34.259,34.244
1901,6,35.244,34.621,34.391,34.249,34.246
1901,7,34.696,34.69,34.402,34.251,34.253
1901,8,34.107,34.789,34.41,34.251,34.252
1901,9,34.201,34.889,34.41,34.25,34.246
1901,10,34.467,34.886,34.406,34.254,34.242
1901,11,34.546,34.839,34.423,34.266,34.236
1901,12,34.911,34.721,34.426,34.27,34.231
1902,1,34.484,34.75,34.419,34.284,34.23
1902,2,34.477,34.801,34.435,34.286,34.228
1902,3,36.057,34.821,34.443,34.294,34.22
1902,4,35.979,34.763,34.429,34.283,34.213
1902,5,34.905,34.763,34.439,34.277,34.217
1902,6,33.821,34.722,34.429,34.274,34.221
1902,7,35.046,34.578,34.418,34.268,34.223
1902,8,34.714,34.444,34.389,34.265,34.223
1902,9,34.443,34.206,34.331,34.249,34.225
1902,10,33.776,33.982,34.274,34.241,34.224
1902,11,34.544,33.943,34.276,34.238,34.223
1902,12,34.417,33.963,34.262,34.238,34.223
1903,1,32.758,33.913,34.278,34.238,34.222
1903,2,32.863,33.916,34.281,34.237,34.222
1903,3,33.208,33.925,34.28,34.244,34.216
1903,4,33.288,33.936,34.276,34.241,34.213
1903,5,34.443,33.898,34.286,34.241,34.216
1903,6,34.054,33.851,34.287,34.248,34.215
1903,7,34.45,34.004,34.293,34.245,34.215
1903,8,34.745,34.077,34.279,34.243,34.22
1903,9,34.558,34.136,34.24,34.255,34.221
1903,10,33.908,34.315,34.215,34.256,34.222
1903,11,34.088,34.381,34.203,34.261,34.22
1903,12,33.845,34.44,34.17,34.272,34.213
1904,1,34.6,34.455,34.173,34.266,34.221
1904,2,33.74,34.444,34.173,34.277,34.216
1904,3,33.917,34.433,34.178,34.285,34.216
1904,4,35.436,34.456,34.179,34.283,34.216
1904,5,35.232,34.533,34.183,34.286,34.22
1904,6,34.764,34.546,34.185,34.288,34.213
1904,7,34.629,34.374,34.194,34.291,34.212
1904,8,34.618,34.185,34.166,34.29,34.211
1904,9,34.425,33.949,34.139,34.293,34.207
1904,10,34.174,33.738,34.101,34.285,34.208
1904,11,35.015,33.671,34.094,34.286,34.208
1904,12,34.006,33.623,34.102,34.283,34.21
1905,1,32.529,33.706,34.087,34.285,34.217
1905,2,31.477,33.694,34.077,34.295,34.219
1905,3,31.082,33.705,34.059,34.277,34.227
1905,4,32.911,33.723,34.067,34.255,34.224
1905,5,34.429,33.704,34.059,34.248,34.231
1905,6,34.18,33.698,34.06,34.24,34.231
1905,7,35.628,33.82,34.083,34.233,34.237
1905,8,34.472,33.9,34.096,34.232,34.243
1905,9,34.559,34.021,34.1,34.232,34.251
1905,10,34.385,34.153,34.13,34.233,34.252
1905,11,34.794,34.179,34.131,34.232,34.256
1905,12,33.927,34.106,34.143,34.223,34.253
1906,1,33.993,34.039,34.128,34.201,34.25
1906,2,32.438,34.012,34.107,34.197,34.248
1906,3,32.534,34.007,34.122,34.177,34.249
1906,4,34.494,34.018,34.134,34.16,34.239
1906,5,34.745,34.017,34.142,34.149,34.239
1906,6,33.299,34.108,34.154,34.143,34.246
1906,7,34.827,34.196,34.131,34.149,34.243
1906,8,34.146,34.227,34.143,34.146,34.24
1906,9,34.496,34.382,34.16,34.142,34.241
1906,10,34.526,34.319,34.16,34.144,34.241
1906,11,34.782,34.295,34.149,34.134,34.244
1906,12,35.02,34.377,34.15,34.128,34.244
1907,1,35.038,34.324,34.164,34.121,34.245
1907,2,32.812,34.319,34.146,34.117,34.251
1907,3,34.403,34.225,34.143,34.102,34.254
1907,4,33.73,34.204,34.142,34.087,34.256
1907,5,34.463,34.142,34.134,34.087,34.252
1907,6,34.284,34.095,34.136,34.1,34.247
1907,7,34.187,34.022,34.152,34.097,34.248
1907,8,34.085,34.091,34.201,34.095,34.246
1907,9,33.375,34.014,34.223,34.101,34.242
1907,10,34.273,34.125,34.237,34.108,34.239
1907,11,34.031,34.128,34.22,34.103,34.239
1907,12,34.453,34.169,34.219,34.093,34.234
1908,1,34.162,34.115,34.188,34.103,34.232
1908,2,33.643,34.066,34.182,34.097,34.232
1908,3,33.48,34.237,34.184,34.091,34.234
1908,4,35.066,34.268,34.189,34.107,34.224
1908,5,34.501,34.316,34.177,34.114,34.225
1908,6,34.773,34.322,34.158,34.119,34.225
1908,7,33.533,34.242,34.11,34.116,34.228
1908,8,33.502,34.313,34.114,34.121,34.228
1908,9,35.429,34.434,34.114,34.127,34.227
1908,10,34.642,34.466,34.105,34.138,34.226
1908,11,34.602,34.47,34.094,34.139,34.228
1908,12,34.532,34.474,34.115,34.133,34.232
1909,1,33.207,34.636,34.125,34.136,34.233
1909,2,34.488,34.64,34.119,34.124,34.237
1909,3,34.936,34.539,34.106,34.122,34.236
1909,4,35.446,34.495,34.108,34.119,34.234
1909,5,34.552,34.491,34.085,34.118,34.236
1909,6,34.814,34.456,34.071,34.109,34.232
1909,7,35.482,34.483,34.048,34.107,34.228
1909,8,33.549,34.473,34.067,34.101,34.23
1909,9,34.222,34.266,34.065,34.097,34.232
1909,10,34.108,34.121,34.072,34.105,34.23
1909,11,34.555,34.028,34.08,34.099,34.231
1909,12,34.111,33.968,34.097,34.103,34.23
1910,1,33.529,33.828,34.107,34.118,34.232
1910,2,34.377,33.874,34.112,34.143,34.228
1910,3,32.443,33.911,34.142,34.176,34.231
1910,4,33.706,33.961,34.148,34.185,34.226
1910,5,33.437,33.921,34.148,34.192,34.229
1910,6,34.096,33.81,34.127,34.2,34.232
1910,7,33.806,33.607,34.122,34.197,34.232
1910,8,34.095,33.468,34.099,34.205,34.234
1910,9,34.665,33.474,34.082,34.213,34.232
1910,10,34.715,33.494,34.084,34.215,34.234
1910,11,34.076,33.55,34.096,34.215,34.237
1910,12,32.77,33.585,34.096,34.219,34.233
1911,1,31.096,33.724,34.103,34.223,34.235
1911,2,32.713,33.699,34.135,34.222,34.237
1911,3,32.518,33.618,34.133,34.237,34.238
1911,4,33.94,33.61,34.142,34.222,34.241
1911,5,34.105,33.556,34.135,34.219,34.236
1911,6,34.524,33.675,34.113,34.242,34.233
1911,7,35.468,33.887,34.141,34.234,34.237
1911,8,33.792,33.988,34.105,34.23,34.238
1911,9,33.699,34.135,34.084,34.232,34.243
1911,10,34.623,34.153,34.077,34.229,34.243
1911,11,33.422,34.226,34.087,34.223,34.24
1911,12,34.202,34.29,34.069,34.218,34.235
1912,1,33.639,34.232,34.05,34.206,34.236
1912,2,33.924,34.282,34.055,34.217,34.232
1912,3,34.282,34.404,34.052,34.215,34.223
1912,4,34.152,34.405,34.069,34.229,34.222
1912,5,34.986,34.455,34.065,34.226,34.22
1912,6,35.294,34.372,34.07,34.219,34.228
1912,7,34.772,34.392,34.083,34.228,34.228
1912,8,34.396,34.252,34.085,34.227,34.231
1912,9,35.159,34.103,34.128,34.235,34.23
1912,10,34.638,34.189,34.133,34.236,34.232
1912,11,34.016,34.208,34.165,34.24,34.234
1912,12,33.204,34.162,34.181,34.229,34.237
1913,1,33.882,34.097,34.205,34.226,34.243
1913,2,32.249,34.181,34.228,34.228,34.246
1913,3,32.483,34.195,34.242,34.225,34.253
1913,4,35.191,34.24,34.24,34.207,34.256
1913,5,35.21,34.253,34.252,34.208,34.256
1913,6,34.74,34.253,34.28,34.201,34.259
1913,7,33.999,34.337,34.336,34.212,34.261
1913,8,35.399,34.342,34.33,34.214,34.261
1913,9,35.324,34.441,34.359,34.2,34.264
1913,10,35.178,34.43,34.339,34.197,34.266
1913,11,34.178,34.422,34.345,34.195,34.263
1913,12,33.209,34.34,34.37,34.191,34.263
1914,1,34.879,34.369,34.343,34.201,34.261
1914,2,32.312,34.241,34.34,34.197,34.262
1914,3,33.677,34.132,34.357,34.186,34.272
1914,4,35.05,34.128,34.35,34.185,34.273
1914,5,35.122,34.138,34.361,34.186,34.274
1914,6,33.755,34.242,34.365,34.175,34.275
1914,7,34.349,34.194,34.364,34.166,34.284
1914,8,33.863,34.376,34.367,34.17,34.285
1914,9,34.014,34.488,34.365,34.171,34.286
1914,10,35.126,34.399,34.386,34.174,34.288
1914,11,34.302,34.417,34.373,34.176,34.288
1914,12,34.449,34.527,34.341,34.177,34.287
1915,1,34.305,34.601,34.348,34.179,34.286
1915,2,34.499,34.739,34.341,34.161,34.286
1915,3,35.017,34.863,34.327,34.185,34.302
1915,4,33.991,34.818,34.324,34.197,34.318
1915,5,35.334,34.857,34.333,34.21,34.317
1915,6,35.07,34.86,34.331,34.223,34.318
1915,7,35.244,34.869,34.329,34.231,34.312
1915,8,35.517,34.692,34.356,34.236,34.312
1915,9,35.5,34.629,34.367,34.231,34.312
1915,10,34.59,34.526,34.33,34.236,34.313
1915,11,34.771,34.449,34.32,34.243,34.307
1915,12,34.476,34.532,34.307,34.243,34.31
1916,1,34.42,34.415,34.32,34.268,34.312
1916,2,32.371,34.257,34.292,34.277,34.322
1916,3,34.266,34.192,34.266,34.299,34.33
1916,4,32.748,34.159,34.251,34.321,34.325
1916,5,34.418,34.103,34.255,34.324,34.322
1916,6,36.056,34.097,34.269,34.324,34.328
1916,7,33.846,34.027,34.26,34.325,34.33
1916,8,33.622,34.173,34.289,34.33,34.332
1916,9,34.714,34.164,34.289,34.344,34.333
1916,10,34.2,34.387,34.293,34.343,34.333
1916,11,34.099,34.367,34.285,34.346,34.33
1916,12,34.401,34.143,34.281,34.342,34.324
1917,1,33.58,34.26,34.281,34.351,34.318
1917,2,34.13,34.287,34.284,34.348,34.319
1917,3,34.15,34.256,34.29,34.343,34.317
1917,4,35.422,34.277,34.28,34.357,34.316
1917,5,34.178,34.312,34.287,34.353,34.319
1917,6,33.377,34.204,34.283,34.357,34.322
1917,7,35.242,34.221,34.275,34.359,34.324
1917,8,33.946,34.199,34.237,34.368,34.323
1917,9,34.343,34.112,34.242,34.359,34.33
1917,10,34.458,33.908,34.26,34.356,34.331
1917,11,34.512,33.945,34.256,34.365,34.334
1917,12,33.113,33.991,34.265,34.381,34.333
1918,1,33.777,33.954,34.257,34.383,34.333
1918,2,33.869,33.936,34.243,34.395,34.337
1918,3,33.112,33.888,34.22,34.415,34.344
1918,4,32.968,33.873,34.232,34.404,34.35
1918,5,34.619,33.866,34.234,34.397,34.352
1918,6,33.936,33.943,34.206,34.399,34.353
1918,7,34.793,33.991,34.2,34.407,34.356
1918,8,33.734,34.003,34.223,34.402,34.355
1918,9,33.764,34.05,34.24,34.401,34.353
1918,10,34.276,34.244,34.303,34.395,34.353
1918,11,34.426,34.247,34.303,34.387,34.348
1918,12,34.046,34.214,34.279,34.392,34.344
1919,1,34.351,34.175,34.307,34.386,34.349
1919,2,34.007,34.201,34.319,34.4,34.347
1919,3,33.678,34.253,34.332,34.422,34.348
1919,4,35.291,34.272,34.337,34.427,34.347
1919,5,34.657,34.3,34.331,34.431,34.348
1919,6,33.541,34.31,34.32,34.441,34.347
1919,7,34.333,34.265,34.338,34.46,34.344
1919,8,34.037,34.119,34.329,34.47,34.345
1919,9,34.388,34.256,34.322,34.475,34.347
1919,10,34.511,34.239,34.327,34.471,34.347
1919,11,34.759,34.274,34.333,34.477,34.346
1919,12,34.17,34.445,34.374,34.471,34.342
1920,1,33.812,34.483,34.369,34.453,34.336
1920,2,32.249,34.534,34.394,34.429,34.336
1920,3,35.326,34.513,34.39,34.429,34.343
1920,4,35.082,34.578,34.388,34.451,34.349
1920,5,35.087,34.589,34.397,34.441,34.356
1920,6,35.588,34.475,34.431,34.436,34.36
1920,7,34.789,34.498,34.437,34.427,34.362
1920,8,34.645,34.621,34.433,34.418,34.366
1920,9,34.138,34.617,34.463,34.411,34.367
1920,10,35.298,34.738,34.479,34.411,34.365
1920,11,34.884,34.681,34.475,34.399,34.365
1920,12,32.808,34.6,34.491,34.401,34.37
1921,1,34.084,34.663,34.494,34.401,34.384
1921,2,33.727,34.64,34.512,34.422,34.382
1921,3,35.272,34.751,34.535,34.423,34.389
1921,4,36.538,34.683,34.538,34.428,34.394
1921,5,34.402,34.588,34.519,34.425,34.397
1921,6,34.618,34.665,34.514,34.415,34.396
1921,7,35.542,34.715,34.512,34.426,34.395
1921,8,34.366,34.703,34.511,34.435,34.401
1921,9,35.467,34.574,34.555,34.435,34.408
1921,10,34.485,34.508,34.561,34.436,34.408
1921,11,33.751,34.517,34.577,34.438,34.414
1921,12,33.726,34.618,34.602,34.429,34.413
1922,1,34.687,34.57,34.639,34.43,34.42
1922,2,33.583,34.66,34.656,34.421,34.423
1922,3,33.729,34.546,34.659,34.418,34.425
1922,4,35.742,34.536,34.662,34.403,34.428
1922,5,34.506,34.644,34.667,34.411,34.425
1922,6,35.83,34.76,34.66,34.425,34.42
1922,7,34.969,34.715,34.632,34.421,34.416
1922,8,35.452,34.718,34.621,34.42,34.413
1922,9,34.093,34.818,34.616,34.426,34.41
1922,10,34.368,34.667,34.641,34.425,34.412
1922,11,35.045,34.655,34.626,34.429,34.417
1922,12,35.118,34.581,34.608,34.438,34.416
1923,1,34.145,34.58,34.597,34.441,34.414
1923,2,33.617,34.524,34.593,34.447,34.418
1923,3,34.928,34.615,34.601,34.462,34.424
1923,4,33.928,34.621,34.59,34.493,34.419
1923,5,34.364,34.476,34.565,34.495,34.417
1923,6,34.943,34.359,34.596,34.504,34.418
1923,7,34.963,34.365,34.601,34.5,34.421
1923,8,34.772,34.394,34.621,34.497,34.414
1923,9,35.184,34.51,34.605,34.506,34.409
1923,10,34.446,34.654,34.554,34.509,34.406
1923,11,33.302,34.756,34.548,34.501,34.406
1923,12,33.718,34.764,34.55,34.496,34.411
1924,1,34.219,34.9,34.545,34.497,34.404
1924,2,33.956,34.923,34.551,34.498,34.415
1924,3,36.327,34.872,34.538,34.511,34.411
1924,4,35.651,34.89,34.536,34.51,34.413
1924,5,35.587,35.038,34.544,34.511,34.413
1924,6,35.042,35.039,34.539,34.518,34.419
1924,7,36.596,34.868,34.521,34.522,34.42
1924,8,35.048,34.671,34.514,34.521,34.422
1924,9,34.57,34.561,34.515,34.522,34.426
1924,10,34.657,34.638,34.479,34.519,34.422
1924,11,35.089,34.52,34.49,34.516,34.42
1924,12,33.727,34.476,34.476,34.508,34.418
1925,1,32.16,34.27,34.472,34.493,34.413
1925,2,31.597,34.217,34.446,34.511,34.409
1925,3,35.011,34.223,34.461,34.501,34.41
1925,4,36.567,34.22,34.462,34.502,34.409
1925,5,34.181,34.077,34.46,34.501,34.403
1925,6,34.507,34.156,34.445,34.498,34.407
1925,7,34.127,34.342,34.445,34.493,34.411
1925,8,34.41,34.618,34.461,34.496,34.405
1925,9,34.641,34.564,34.462,34.502,34.404
1925,10,34.622,34.302,34.508,34.494,34.403
1925,11,33.379,34.293,34.516,34.487,34.402
1925,12,34.671,34.314,34.517,34.497,34.401
1926,1,34.397,34.403,34.506,34.5,34.397
1926,2,34.909,34.429,34.483,34.488,34.404
1926,3,34.353,34.435,34.476,34.479,34.398
1926,4,33.424,34.413,34.48,34.467,34.404
1926,5,34.074,34.486,34.482,34.47,34.406
